Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Comment[Animal Source]	Characteristics[Genotype]	Term Source REF	Term Accession Number	Characteristics[Sex]	Term Source REF	Term Accession Number	Characteristics[Age at Launch]	Unit	Term Source REF	Term Accession Number	Characteristics[Diet]	Comment[Feeding Schedule]	Characteristics[Material Type]	Term Source REF	Term Accession Number	Protocol REF	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Duration]	Unit	Term Source REF	Term Accession Number	Factor Value[Euthanasia Location]	Term Source REF	Term Accession Number	Parameter Value[Light Cycle]	Protocol REF	Comment[LAR Animal Receipt Date at Scrippts]	Comment[Euthanasia Dates]	Comment[Dissection Dates]	Parameter Value[Euthanasia Method]	Term Source REF	Term Accession Number	Parameter Value[Carcass Preservation Method]	Unit	Term Source REF	Term Accession Number	Factor Value[Dissection Condition]	Term Source REF	Term Accession Number	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
HGC-ISS-19	RR8_LVR_GC_ISS-T_OLD_GI19	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-ISS-20	RR8_LVR_GC_ISS-T_OLD_GI20	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			24	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	29-Dec-18	29-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-01	RR8_LVR_GC_LAR_YNG_GL1	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-02	RR8_LVR_GC_LAR_YNG_GL2	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-03	RR8_LVR_GC_LAR_OLD_GL3	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-04	RR8_LVR_GC_LAR_OLD_GL4	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-05	RR8_LVR_GC_LAR_YNG_GL5	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-06	RR8_LVR_GC_LAR_YNG_GL6	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-07	RR8_LVR_GC_LAR_OLD_GL7	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-08	RR8_LVR_GC_LAR_OLD_GL8	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-11	RR8_LVR_GC_LAR_OLD_GL11	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-12	RR8_LVR_GC_LAR_OLD_GL12	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-13	RR8_LVR_GC_LAR_YNG_GL13	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-14	RR8_LVR_GC_LAR_YNG_GL14	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-15	RR8_LVR_GC_LAR_OLD_GL15	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-17	RR8_LVR_GC_LAR_YNG_GL17	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
HGC-LAR-18	RR8_LVR_GC_LAR_YNG_GL18	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Ground Control			~40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth			12 h light/dark cycle	Sample Collection	15-Jan-19	17-Jan-19	17-Jan-19	isoflurane anesthesia and euthanized by exsanguination/double thoracotomy				Not Applicable	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660	Upon euthanasia			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
VGC-ISS-01	RR8_LVR_VIV_ISS-T_YNG_VI1	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Vivarium Control			23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	28-Dec-18	28-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
VGC-ISS-02	RR8_LVR_VIV_ISS-T_YNG_VI2	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Vivarium Control			23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	28-Dec-18	28-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
VGC-ISS-03	RR8_LVR_VIV_ISS-T_YNG_VI3	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Vivarium Control			23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	28-Dec-18	28-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
VGC-ISS-04	RR8_LVR_VIV_ISS-T_YNG_VI4	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Vivarium Control			23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	28-Dec-18	28-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
VGC-ISS-05	RR8_LVR_VIV_ISS-T_YNG_VI5	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Vivarium Control			23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	28-Dec-18	28-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
VGC-ISS-06	RR8_LVR_VIV_ISS-T_YNG_VI6	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Vivarium Control			23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	28-Dec-18	28-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
VGC-ISS-07	RR8_LVR_VIV_ISS-T_YNG_VI7	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac			Taconic Biosciences	Wild Type	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Nutrient Upgraded Rodent Food Bar(NuRFB)	ad libitum	liver left lateral lobe	MA	http://purl.obolibrary.org/obo/MA_0001641	Animal Husbandry	Vivarium Control			23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On ISS			12 h light/dark cycle	Sample Collection	Not applicable	28-Dec-18	28-Dec-18 and 7-Jan-20 to 9-Jan-20	ketamine/xylazine orverdose and exsanguination/double thoracotomy			-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Carcass			Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
